rewards,actions
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
493.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
680.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
0.0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
0.0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
